File is used to store test data from the program
The data is Lines Drawn Per CPU-CLock for: 
OpenGL	DDA	Bresenham's	Naive
701.545	50.7697	514.467	100.221
701.636	50.7763	514.533	100.234
701.727	50.7829	514.6	100.247
701.818	50.7895	514.667	100.26
701.909	50.7961	514.733	100.273
702	50.8026	514.8	100.286
702.091	50.8092	514.867	100.299
702.182	50.8158	514.933	100.312
702.273	50.8224	515	100.325
702.364	50.8289	515.067	100.338
702.455	50.8355	515.133	100.351
702.545	50.8421	515.2	100.364
702.636	50.8487	515.267	100.377
702.727	50.8553	515.333	100.39
702.818	50.8618	515.4	100.403
702.909	50.8684	515.467	100.416
703	50.875	515.533	100.429
703.091	50.8816	515.6	100.442
703.182	50.8882	515.667	100.455
703.273	50.8947	515.733	100.468
703.364	50.9013	515.8	100.481
703.455	50.9079	515.867	100.494
703.545	50.9145	515.933	100.506
703.636	50.9211	516	100.519
703.727	50.9276	516.067	100.532
703.818	50.9342	516.133	100.545
703.909	50.9408	516.2	100.558
704	50.9474	516.267	100.571
704.091	50.9539	516.333	100.584
704.182	50.9605	516.4	99.3077
704.273	50.9671	516.467	99.3205
704.364	50.9737	516.533	99.3333
704.455	50.9803	516.6	99.3462
704.545	50.6536	516.667	99.359
704.636	50.6601	516.733	99.3718
704.727	50.6667	516.8	99.3846
704.818	50.6732	516.867	99.3974
704.909	50.6797	516.933	99.4103
705	50.6863	517	99.4231
705.091	50.6928	517.067	99.4359
705.182	50.6993	517.133	99.4487
705.273	50.7059	517.2	99.4615
705.364	50.7124	517.267	99.4744
705.455	50.719	517.333	99.4872
705.545	50.7255	517.4	99.5
705.636	50.732	517.467	99.5128
705.727	50.7386	517.533	99.5256
705.818	50.7451	517.6	99.5385
705.909	50.7516	517.667	99.5513
706	50.7582	517.733	99.5641
706.091	50.7647	517.8	99.5769
706.182	50.7712	517.867	99.5897
706.273	50.7778	517.933	99.6026
706.364	50.7843	518	99.6154
706.455	50.7908	518.067	99.6282
706.545	50.7974	518.133	99.641
706.636	50.8039	518.2	99.6538
706.727	50.8105	518.267	99.6667
706.818	50.817	518.333	99.6795
706.909	50.8235	518.4	99.6923
707	50.8301	518.467	99.7051
707.091	50.8366	518.533	99.7179
707.182	50.8431	518.6	99.7308
707.273	50.8497	518.667	99.7436
707.364	50.8562	518.733	99.7564
707.455	50.8627	518.8	99.7692
707.545	50.8693	518.867	99.7821
707.636	50.8758	518.933	99.7949
707.727	50.8824	519	99.8077
707.818	50.8889	519.067	99.8205
707.909	50.8954	519.133	99.8333
708	50.902	519.2	99.8462
708.091	50.9085	519.267	99.859
708.182	50.915	519.333	99.8718
708.273	50.9216	519.4	99.8846
708.364	50.9281	519.467	99.8974
708.455	50.9346	519.533	99.9103
708.545	50.9412	519.6	99.9231
708.636	50.9477	519.667	99.9359
708.727	50.9542	519.733	99.9487
708.818	50.9608	519.8	99.9615
708.909	50.9673	519.867	99.9744
709	50.9739	519.933	99.9872
709.091	50.9804	520	100
709.182	50.9869	520.067	100.013
709.273	50.9935	520.133	100.026
709.364	51	520.2	100.038
709.455	51.0065	520.267	100.051
709.545	51.0131	520.333	100.064
709.636	51.0196	520.4	100.077
709.727	51.0261	520.467	100.09
709.818	51.0327	520.533	100.103
709.909	51.0392	520.6	100.115
710	51.0458	520.667	100.128
710.091	50.7208	520.733	100.141
710.182	50.7273	520.8	100.154
710.273	50.7338	520.867	100.167
710.364	50.7403	520.933	100.179
710.455	50.7468	521	100.192
710.545	50.7532	521.067	100.205
710.636	50.7597	521.133	100.218
710.727	50.7662	521.2	100.231
710.818	50.7727	521.267	100.244
710.909	50.7792	521.333	100.256
711	50.7857	521.4	100.269
711.091	50.7922	521.467	100.282
711.182	50.7987	521.533	100.295
711.273	50.8052	521.6	100.308
711.364	50.8117	521.667	100.321
711.455	50.8182	521.733	100.333
711.545	50.8247	521.8	100.346
711.636	50.8312	521.867	100.359
711.727	50.8377	521.933	100.372
711.818	50.8442	522	100.385
711.909	50.8506	522.067	100.397
712	50.8571	522.133	100.41
712.091	50.8636	522.2	100.423
712.182	50.8701	522.267	100.436
712.273	50.8766	522.333	100.449
712.364	50.8831	522.4	100.462
712.455	50.8896	522.467	100.474
712.545	50.8961	522.533	100.487
712.636	50.9026	522.6	100.5
712.727	50.9091	522.667	100.513
712.818	50.9156	522.733	100.526
712.909	50.9221	522.8	100.538
713	50.9286	522.867	100.551
713.091	50.9351	522.933	100.564
713.182	50.9416	523	100.577
713.273	50.9481	523.067	100.59
713.364	50.9545	523.133	100.603
713.455	50.961	523.2	100.615
713.545	50.9675	523.267	100.628
713.636	50.974	523.333	100.641
713.727	50.9805	523.4	100.654
713.818	50.987	523.467	100.667
713.909	50.9935	523.533	100.679
714	51	523.6	100.692
714.091	51.0065	523.667	100.705
714.182	51.013	523.733	100.718
714.273	51.0195	523.8	100.731
714.364	51.026	523.867	100.744
714.455	51.0325	523.933	100.756
714.545	51.039	524	100.769
714.636	51.0455	524.067	100.782
714.727	51.0519	524.133	100.795
714.818	51.0584	524.2	100.808
714.909	51.0649	524.267	100.821
715	51.0714	524.333	99.557
715.091	51.0779	524.4	99.5696
715.182	51.0844	524.467	99.5823
715.273	51.0909	524.533	99.5949
715.364	51.0974	524.6	99.6076
715.455	51.1039	524.667	99.6203
715.545	51.1104	524.733	99.6329
715.636	51.1169	524.8	99.6456
715.727	51.1234	524.867	99.6582
715.818	51.1299	524.933	99.6709
715.909	51.1364	525	99.6835
716	51.1429	525.067	99.6962
716.091	51.1494	525.133	99.7089
716.182	51.1558	525.2	99.7215
716.273	51.1623	525.267	99.7342
716.364	51.1688	525.333	99.7468
716.455	51.1753	525.4	99.7595
716.545	51.1818	525.467	99.7722
716.636	51.1883	525.533	99.7848
716.727	51.1948	525.6	99.7975
716.818	51.2013	525.667	99.8101
716.909	51.2078	525.733	99.8228
717	51.2143	525.8	99.8354
717.091	51.2208	525.867	99.8481
717.182	51.2273	525.933	99.8608
717.273	51.2338	526	99.8734
717.364	51.2403	526.067	99.8861
717.455	51.2468	526.133	99.8987
717.545	51.2532	526.2	99.9114
717.636	51.2597	526.267	99.9241
717.727	51.2662	526.333	99.9367
717.818	51.2727	526.4	99.9494
717.909	51.2792	526.467	99.962
718	51.2857	526.533	99.9747
718.091	51.2922	526.6	99.9873
718.182	51.2987	526.667	100
718.273	51.3052	526.733	100.013
718.364	51.3117	526.8	100.025
718.455	51.3182	526.867	100.038
718.545	51.3247	526.933	100.051
718.636	51.3312	527	100.063
718.727	51.3377	527.067	100.076
718.818	51.3442	527.133	100.089
718.909	51.3506	527.2	100.101
719	51.3571	527.267	100.114
719.091	51.3636	527.333	100.127
719.182	51.3701	527.4	100.139
719.273	51.3766	527.467	98.9
719.364	51.3831	527.533	98.9125
719.455	51.3896	527.6	98.925
719.545	51.3961	527.667	98.9375
719.636	51.4026	527.733	98.95
719.727	51.4091	527.8	98.9625
719.818	51.4156	527.867	98.975
719.909	51.4221	527.933	98.9875
720	51.4286	528	99
720.091	51.4351	528.067	99.0125
720.182	51.4416	528.133	99.025
720.273	51.4481	528.2	99.0375
720.364	51.4545	528.267	99.05
720.455	51.461	528.333	99.0625
720.545	51.4675	528.4	99.075
720.636	51.474	528.467	99.0875
720.727	51.4805	528.533	99.1
720.818	51.487	528.6	99.1125
720.909	51.4935	528.667	99.125
721	51.5	528.733	99.1375
721.091	51.5065	528.8	99.15
721.182	51.513	528.867	99.1625
661.167	51.5195	528.933	99.175
661.25	51.526	529	99.1875
661.333	51.5325	529.067	99.2
661.417	51.539	529.133	99.2125
661.5	51.5455	529.2	99.225
661.583	51.5519	529.267	99.2375
661.667	51.5584	529.333	99.25
661.75	51.5649	529.4	99.2625
661.833	51.5714	529.467	99.275
661.917	51.5779	529.533	99.2875
662	51.5844	529.6	99.3
662.083	51.5909	529.667	99.3125
662.167	51.5974	529.733	99.325
662.25	51.6039	529.8	99.3375
662.333	51.6104	529.867	99.35
662.417	51.6169	529.933	98.1358
662.5	51.6234	530	98.1481
662.583	51.6299	530.067	98.1605
662.667	51.6364	530.133	98.1728
662.75	51.6429	530.2	98.1852
662.833	51.6494	530.267	98.1975
662.917	51.6558	530.333	98.2099
663	51.6623	530.4	98.2222
663.083	51.6688	530.467	98.2346
663.167	51.6753	530.533	98.2469
663.25	51.6818	530.6	98.2593
663.333	51.6883	530.667	98.2716
663.417	51.6948	530.733	98.284
663.5	51.7013	530.8	98.2963
663.583	51.7078	530.867	98.3086
663.667	51.7143	530.933	98.321
663.75	51.7208	531	98.3333
663.833	51.7273	531.067	98.3457
663.917	51.7338	531.133	98.358
664	51.7403	531.2	98.3704
664.083	51.7468	531.267	98.3827
664.167	51.7532	531.333	98.3951
664.25	51.7597	531.4	98.4074
664.333	51.7662	531.467	98.4198
664.417	51.7727	531.533	98.4321
664.5	51.7792	531.6	98.4444
664.583	51.7857	531.667	98.4568
664.667	51.7922	531.733	98.4691
664.75	51.7987	531.8	98.4815
664.833	51.8052	531.867	98.4938
664.917	51.8117	531.933	98.5062
665	51.8182	532	98.5185
665.083	51.8247	532.067	98.5309
665.167	51.8312	532.133	98.5432
665.25	51.8377	532.2	98.5556
665.333	51.8442	532.267	98.5679
665.417	51.8506	532.333	98.5802
665.5	51.8571	532.4	98.5926
665.583	51.8636	532.467	98.6049
665.667	51.8701	532.533	98.6173
665.75	51.8766	532.6	98.6296
665.833	51.8831	532.667	98.642
665.917	51.8896	532.733	98.6543
666	51.8961	532.8	98.6667
666.083	51.9026	532.867	98.679
666.167	51.9091	532.933	98.6914
666.25	51.9156	533	98.7037
666.333	51.9221	533.067	98.716
666.417	51.9286	533.133	98.7284
666.5	51.9351	533.2	98.7407
666.583	51.9416	533.267	98.7531
666.667	51.9481	533.333	98.7654
666.75	51.9545	533.4	98.7778
666.833	51.961	533.467	98.7901
666.917	51.9675	533.533	98.8025
667	51.974	533.6	98.8148
667.083	51.9805	533.667	98.8272
667.167	51.987	533.733	98.8395
667.25	51.9935	533.8	98.8519
667.333	52	533.867	98.8642
667.417	52.0065	533.933	98.8765
667.5	52.013	534	98.8889
667.583	52.0195	534.067	98.9012
667.667	52.026	534.133	98.9136
667.75	52.0325	534.2	98.9259
667.833	52.039	534.267	98.9383
667.917	52.0455	534.333	98.9506
668	52.0519	534.4	98.963
668.083	52.0584	534.467	98.9753
668.167	52.0649	534.533	98.9877
668.25	52.0714	534.6	99
668.333	52.0779	534.667	99.0123
668.417	52.0844	534.733	99.0247
668.5	52.0909	534.8	99.037
668.583	52.0974	534.867	99.0494
668.667	52.1039	534.933	99.0617
668.75	52.1104	535	99.0741
668.833	52.1169	535.067	99.0864
668.917	52.1234	535.133	99.0988
669	52.1299	535.2	99.1111
669.083	52.1364	535.267	99.1235
669.167	52.1429	535.333	99.1358
669.25	52.1494	535.4	99.1481
669.333	52.1558	535.467	99.1605
669.417	52.1623	535.533	99.1728
669.5	52.1688	535.6	99.1852
669.583	52.1753	535.667	99.1975
669.667	52.1818	535.733	99.2099
669.75	52.1883	535.8	99.2222
669.833	52.1948	535.867	99.2346
618.385	52.2013	535.933	99.2469
618.462	52.2078	536	99.2593
618.538	52.2143	536.067	99.2716
618.615	51.8839	536.133	99.284
618.692	51.8903	536.2	99.2963
618.769	51.8968	536.267	98.0976
618.846	51.9032	536.333	98.1098
618.923	51.9097	536.4	98.122
619	51.9161	536.467	98.1341
619.077	51.9226	536.533	98.1463
619.154	51.929	536.6	98.1585
619.231	51.9355	536.667	98.1707
619.308	51.9419	536.733	98.1829
619.385	51.9484	536.8	98.1951
619.462	51.9548	536.867	98.2073
619.538	51.9613	536.933	98.2195
619.615	51.9677	537	98.2317
619.692	51.9742	537.067	98.2439
619.769	51.9806	537.133	98.2561
619.846	51.9871	537.2	98.2683
619.923	51.9935	537.267	98.2805
620	52	537.333	98.2927
620.077	52.0065	503.813	98.3049
620.154	52.0129	503.875	97.1325
620.231	52.0194	503.938	97.1446
620.308	52.0258	504	97.1566
620.385	52.0323	504.063	97.1687
620.462	52.0387	504.125	97.1807
620.538	52.0452	504.188	97.1928
620.615	52.0516	504.25	97.2048
620.692	52.0581	504.313	97.2169
620.769	52.0645	504.375	97.2289
620.846	52.071	504.438	97.241
620.923	52.0774	504.5	97.253
621	52.0839	504.563	97.2651
621.077	52.0903	504.625	97.2771
621.154	52.0968	504.688	97.2892
621.231	52.1032	504.75	97.3012
621.308	52.1097	504.813	97.3133
621.385	52.1161	504.875	97.3253
621.462	52.1226	504.938	97.3373
621.538	52.129	505	97.3494
621.615	52.1355	505.063	97.3614
621.692	52.1419	505.125	97.3735
621.769	52.1484	505.188	97.3855
621.846	52.1548	505.25	97.3976
621.923	52.1613	505.313	97.4096
622	52.1677	505.375	97.4217
622.077	52.1742	505.438	96.2738
622.154	52.1806	505.5	96.2857
622.231	52.1871	505.563	96.2976
622.308	52.1935	505.625	96.3095
622.385	52.2	505.688	96.3214
622.462	52.2065	505.75	96.3333
622.538	52.2129	505.813	96.3452
622.615	52.2194	505.875	96.3571
622.692	52.2258	505.938	96.369
622.769	52.2323	506	96.381
622.846	52.2387	506.063	96.3929
622.923	52.2452	506.125	96.4048
623	52.2516	506.188	96.4167
623.077	52.2581	506.25	96.4286
623.154	52.2645	506.313	96.4405
623.231	52.271	506.375	96.4524
623.308	52.2774	506.438	96.4643
623.385	52.2839	506.5	96.4762
623.462	52.2903	506.563	96.4881
623.538	52.2968	506.625	96.5
623.615	52.3032	506.688	96.5119
623.692	52.3097	506.75	96.5238
623.769	52.3161	506.813	96.5357
623.846	52.3226	506.875	96.5476
623.923	52.329	506.938	96.5595
624	52.3355	507	96.5714
624.077	52.3419	507.063	96.5833
624.154	52.3484	507.125	96.5952
624.231	52.3548	507.188	96.6071
624.308	52.3613	507.25	96.619
624.385	52.3677	507.313	96.631
624.462	52.3742	507.375	96.6429
624.538	52.3806	507.438	96.6548
624.615	52.3871	507.5	96.6667
624.692	52.3935	507.563	96.6786
624.769	52.4	507.625	96.6905
624.846	52.4065	507.688	96.7024
624.923	52.4129	507.75	96.7143
625	52.4194	507.813	96.7262
625.077	52.4258	507.875	96.7381
625.154	52.4323	507.938	96.75
625.231	52.4387	508	96.7619
625.308	52.4452	508.063	96.7738
625.385	52.1154	508.125	96.7857
625.462	52.1218	508.188	96.7976
625.538	52.1282	508.25	96.8095
625.615	52.1346	508.313	96.8214
625.692	52.141	508.375	96.8333
625.769	52.1474	508.438	96.8452
625.846	52.1538	508.5	96.8571
625.923	52.1603	508.563	96.869
626	52.1667	508.625	96.881
626.077	52.1731	508.688	96.8929
626.154	52.1795	508.75	96.9048
626.231	52.1859	508.813	96.9167
626.308	52.1923	508.875	96.9286
626.385	52.1987	508.938	96.9405
626.462	52.2051	509	96.9524
626.538	52.2115	509.063	96.9643
626.615	52.2179	509.125	96.9762
626.692	52.2244	509.188	96.9881
626.769	52.2308	509.25	97
626.846	52.2372	509.313	97.0119
626.923	52.2436	509.375	97.0238
627	52.25	509.438	97.0357
627.077	52.2564	509.5	97.0476
627.154	52.2628	509.563	97.0595
627.231	52.2692	509.625	97.0714
627.308	52.2756	509.688	97.0833
627.385	52.2821	509.75	97.0952
627.462	52.2885	509.813	97.1071
627.538	52.2949	509.875	97.119
627.615	52.3013	509.938	97.131
627.692	52.3077	510	97.1429
627.769	52.3141	510.063	97.1548
627.846	52.3205	510.125	97.1667
627.923	52.3269	510.188	97.1786
628	52.3333	510.25	97.1905
628.077	52.3397	510.313	97.2024
628.154	52.3462	510.375	97.2143
628.231	52.3526	510.438	97.2262
628.308	52.359	510.5	97.2381
628.385	52.3654	510.563	97.25
628.462	52.0382	510.625	97.2619
628.538	52.0446	510.688	97.2738
628.615	52.051	510.75	97.2857
628.692	52.0573	510.813	97.2976
628.769	52.0637	510.875	97.3095
628.846	52.0701	510.938	97.3214
628.923	52.0764	511	97.3333
629	51.7532	511.063	97.3452
629.077	51.7595	511.125	97.3571
629.154	51.7658	511.188	97.369
629.231	51.7722	511.25	97.381
629.308	51.7785	511.313	97.3929
629.385	51.7848	511.375	97.4048
629.462	51.7911	511.438	97.4167
629.538	51.7975	511.5	97.4286
629.615	51.8038	511.563	97.4405
629.692	51.8101	511.625	97.4524
629.769	51.8165	511.688	97.4643
629.846	51.8228	511.75	97.4762
629.923	51.8291	511.813	97.4881
630	51.8354	511.875	97.5
630.077	51.8418	511.938	97.5119
630.154	51.8481	512	97.5238
630.231	51.8544	512.063	97.5357
630.308	51.8608	512.125	97.5476
630.385	51.8671	512.188	97.5595
630.462	51.8734	512.25	97.5714
630.538	51.8797	512.313	97.5833
630.615	51.8861	512.375	97.5952
630.692	51.8924	512.438	97.6071
630.769	51.8987	512.5	97.619
630.846	51.9051	512.563	97.631
630.923	51.9114	512.625	97.6429
631	51.9177	512.688	97.6548
631.077	51.9241	512.75	97.6667
631.154	51.9304	512.813	97.6786
631.231	51.9367	512.875	97.6905
631.308	51.943	512.938	97.7024
631.385	51.9494	513	97.7143
631.462	51.9557	513.063	97.7262
631.538	51.962	513.125	97.7381
631.615	51.9684	513.188	97.75
631.692	51.9747	513.25	97.7619
631.769	51.981	513.313	97.7738
631.846	51.9873	513.375	97.7857
631.923	51.9937	513.438	97.7976
632	52	513.5	97.8095
632.077	52.0063	513.563	97.8214
632.154	52.0127	513.625	97.8333
632.231	52.019	513.688	97.8452
632.308	52.0253	513.75	97.8571
632.385	52.0316	513.813	97.869
632.462	52.038	513.875	97.881
632.538	52.0443	513.938	97.8929
632.615	52.0506	514	97.9048
632.692	52.057	514.063	97.9167
632.769	52.0633	514.125	97.9286
632.846	51.7421	514.188	97.9405
632.923	51.7484	514.25	97.9524
633	51.7547	514.313	97.9643
633.077	51.761	514.375	97.9762
633.154	51.7673	514.438	97.9881
633.231	51.7736	514.5	98
633.308	51.7799	514.563	98.0119
633.385	51.7862	514.625	98.0238
633.462	51.7925	514.688	98.0357
633.538	51.7987	514.75	98.0476
633.615	51.805	514.813	98.0595
633.692	51.8113	514.875	98.0714
633.769	51.8176	514.938	98.0833
633.846	51.8239	515	98.0952
633.923	51.8302	515.063	98.1071
634	51.8365	515.125	98.119
634.077	51.8428	515.188	98.131
634.154	51.8491	515.25	98.1429
634.231	51.8553	515.313	98.1548
634.308	51.8616	515.375	98.1667
634.385	51.8679	515.438	98.1786
634.462	51.8742	515.5	98.1905
634.538	51.8805	515.563	98.2024
634.615	51.8868	515.625	98.2143
634.692	51.8931	515.688	98.2262
634.769	51.8994	515.75	98.2381
634.846	51.9057	515.813	98.25
634.923	51.9119	515.875	98.2619
635	51.9182	515.938	98.2738
635.077	51.9245	516	98.2857
635.154	51.9308	516.063	98.2976
635.231	51.9371	516.125	98.3095
635.308	51.9434	516.188	98.3214
635.385	51.9497	516.25	98.3333
635.462	51.956	516.313	98.3452
635.538	51.9623	516.375	98.3571
635.615	51.9686	516.438	98.369
635.692	51.9748	516.5	98.381
635.769	51.9811	516.563	98.3929
635.846	51.9874	516.625	98.4048
635.923	51.9937	516.688	98.4167
636	52	516.75	98.4286
636.077	52.0063	516.813	98.4405
636.154	52.0126	516.875	98.4524
636.231	52.0189	516.938	98.4643
636.308	52.0252	517	98.4762
636.385	51.7062	517.063	98.4881
636.462	51.7125	517.125	98.5
636.538	51.7188	517.188	98.5119
636.615	51.725	517.25	98.5238
636.692	51.7313	517.313	98.5357
636.769	51.7375	517.375	98.5476
636.846	51.7437	517.438	98.5595
636.923	51.75	517.5	98.5714
637	51.7563	517.563	98.5833
637.077	51.7625	517.625	98.5952
637.154	51.4472	517.688	98.6071
637.231	51.4534	517.75	98.619
637.308	51.4596	517.813	98.631
637.385	51.4658	517.875	98.6429
637.462	51.472	517.938	98.6548
637.538	51.4783	518	98.6667
637.615	51.4845	518.063	98.6786
637.692	51.4907	518.125	98.6905
637.769	51.4969	518.188	98.7024
637.846	51.5031	518.25	98.7143
637.923	51.5093	518.313	98.7262
638	51.5155	518.375	98.7381
638.077	51.5217	518.438	98.75
638.154	51.528	518.5	98.7619
638.231	51.5342	518.563	98.7738
638.308	51.5404	518.625	98.7857
638.385	51.5466	518.688	98.7976
638.462	51.5528	518.75	98.8095
638.538	51.559	518.813	98.8214
638.615	51.5652	518.875	98.8333
638.692	51.5714	518.938	98.8452
638.769	51.5776	519	98.8571
638.846	51.5839	519.063	98.869
638.923	51.5901	519.125	98.881
639	51.5963	519.188	98.8929
639.077	51.6025	519.25	98.9048
639.154	51.6087	519.313	98.9167
639.231	51.6149	519.375	98.9286
639.308	51.6211	519.438	98.9405
639.385	51.6273	519.5	98.9524
639.462	51.6335	519.563	98.9643
639.538	51.321	519.625	98.9762
639.615	51.3272	519.688	98.9881
639.692	51.3333	519.75	99
639.769	51.3395	519.813	99.0119
639.846	51.3457	519.875	99.0238
639.923	51.3519	519.938	99.0357
640	51.358	520	99.0476
640.077	51.3642	520.063	99.0595
640.154	51.3704	520.125	99.0714
640.231	51.3765	520.188	99.0833
640.308	51.3827	520.25	99.0952
640.385	51.3889	520.313	99.1071
640.462	51.3951	520.375	99.119
640.538	51.4012	520.438	99.131
640.615	51.4074	520.5	99.1429
640.692	51.4136	520.563	99.1548
640.769	51.4198	520.625	99.1667
640.846	51.4259	520.688	98.0118
640.923	51.4321	520.75	98.0235
641	51.4383	520.813	98.0353
641.077	51.4444	520.875	98.0471
641.154	51.4506	520.938	98.0588
641.231	51.4568	521	98.0706
641.308	51.463	521.063	98.0824
641.385	51.4691	521.125	98.0941
641.462	51.4753	521.188	98.1059
641.538	51.4815	521.25	98.1176
641.615	51.4877	521.313	98.1294
641.692	51.4938	521.375	98.1412
641.769	51.5	521.438	98.1529
641.846	51.5062	521.5	98.1647
641.923	51.5123	521.563	98.1765
642	51.5185	521.625	98.1882
642.077	51.5247	521.688	98.2
642.154	51.5309	521.75	98.2118
642.231	51.537	521.813	98.2235
642.308	51.5432	521.875	97.093
642.385	51.5494	521.938	97.1047
642.462	51.5556	522	97.1163
642.538	51.5617	522.063	97.1279
642.615	51.5679	522.125	97.1395
642.692	51.5741	522.188	97.1512
642.769	51.5802	522.25	97.1628
642.846	51.5864	522.313	97.1744
642.923	51.5926	522.375	97.186
643	51.5988	522.438	97.1977
643.077	51.6049	522.5	97.2093
643.154	51.6111	522.563	97.2209
643.231	51.6173	522.625	97.2326
643.308	51.6235	522.688	97.2442
643.385	51.6296	522.75	97.2558
643.462	51.6358	522.813	97.2674
643.538	51.642	522.875	97.2791
643.615	51.6481	522.938	97.2907
643.692	51.6543	523	97.3023
643.769	51.6605	523.063	97.314
643.846	51.3497	523.125	97.3256
643.923	51.3558	523.188	97.3372
644	51.362	523.25	97.3488
644.077	51.3681	523.313	97.3605
644.154	51.3742	523.375	97.3721
644.231	51.3804	523.438	97.3837
598.286	51.3865	523.5	97.3953
598.357	51.3926	523.563	97.407
598.429	51.3988	523.625	97.4186
598.5	51.4049	523.688	97.4302
598.571	51.411	523.75	97.4419
598.643	51.4172	523.813	97.4535
598.714	51.4233	523.875	97.4651
598.786	51.4294	523.938	97.4767
598.857	51.4356	524	97.4884
598.929	51.4417	524.063	97.5
599	51.4479	524.125	97.5116
599.071	51.454	524.188	97.5233
599.143	51.4601	524.25	97.5349
599.214	51.4663	524.313	97.5465
599.286	51.4724	524.375	97.5581
599.357	51.4785	524.438	97.5698
599.429	51.4847	524.5	97.5814
599.5	51.4908	524.563	97.593
599.571	51.4969	524.625	97.6047
599.643	51.5031	524.688	97.6163
599.714	51.5092	524.75	97.6279
599.786	51.5153	524.813	97.6395
599.857	51.5215	524.875	97.6512
599.929	51.5276	524.938	97.6628
600	51.5337	525	97.6744
600.071	51.5399	525.063	97.686
600.143	51.546	525.125	97.6977
600.214	51.5521	525.188	97.7093
600.286	51.5583	525.25	97.7209
600.357	51.5644	525.313	97.7326
600.429	51.5706	525.375	97.7442
600.5	51.5767	525.438	97.7558
600.571	51.5828	525.5	96.6437
600.643	51.589	525.563	96.6552
600.714	51.5951	525.625	96.6667
600.786	51.6012	525.688	96.6782
600.857	51.6074	525.75	96.6897
600.929	51.6135	525.813	96.7011
601	51.6196	525.875	96.7126
601.071	51.6258	525.938	96.7241
601.143	51.6319	526	96.7356
601.214	51.638	526.063	96.7471
601.286	51.6442	526.125	96.7586
601.357	51.6503	526.188	96.7701
601.429	51.6564	526.25	96.7816
601.5	51.6626	526.313	96.7931
601.571	51.6687	526.375	96.8046
601.643	51.6748	526.438	96.8161
601.714	51.681	526.5	96.8276
601.786	51.6871	526.563	96.8391
601.857	51.6933	526.625	96.8506
601.929	51.6994	526.688	96.8621
602	51.7055	526.75	96.8736
602.071	51.7117	526.813	96.8851
602.143	51.7178	526.875	96.8966
602.214	51.7239	526.938	96.908
602.286	51.7301	527	96.9195
602.357	51.7362	527.063	96.931
602.429	51.7423	527.125	96.9425
602.5	51.7485	527.188	96.954
602.571	51.7546	527.25	96.9655
602.643	51.7607	527.313	96.977
602.714	51.7669	527.375	96.9885
602.786	51.773	527.438	97
602.857	51.7791	527.5	97.0115
602.929	51.7853	527.563	97.023
603	51.7914	527.625	97.0345
603.071	51.7975	527.688	97.046
603.143	51.8037	527.75	97.0575
603.214	51.8098	527.813	97.069
603.286	51.816	527.875	97.0805
603.357	51.8221	527.938	97.092
603.429	51.8282	528	97.1034
603.5	51.8344	528.063	97.1149
603.571	51.8405	528.125	97.1264
603.643	51.8466	528.188	97.1379
603.714	51.8528	528.25	97.1494
603.786	51.8589	528.313	97.1609
603.857	51.865	528.375	97.1724
603.929	51.8712	528.438	97.1839
604	51.8773	528.5	97.1954
604.071	51.8834	528.563	97.2069
604.143	51.8896	528.625	97.2184
604.214	51.8957	528.688	97.2299
604.286	51.9018	528.75	97.2414
604.357	51.908	528.813	97.2529
604.429	51.9141	528.875	97.2644
604.5	51.9202	528.938	97.2759
604.571	51.9264	529	97.2874
604.643	51.9325	529.063	97.2989
604.714	51.9387	529.125	97.3103
604.786	51.9448	529.188	97.3218
604.857	51.9509	529.25	97.3333
604.929	51.9571	529.313	97.3448
605	51.9632	529.375	97.3563
605.071	51.9693	529.438	97.3678
605.143	51.9755	529.5	97.3793
605.214	51.9816	529.563	97.3908
605.286	51.9877	529.625	97.4023
605.357	51.9939	529.688	97.4138
605.429	52	529.75	97.4253
605.5	52.0061	529.813	97.4368
605.571	52.0123	529.875	97.4483
605.643	52.0184	529.938	97.4598
605.714	52.0245	530	97.4713
605.786	52.0307	530.063	97.4828
605.857	52.0368	530.125	97.4943
605.929	52.0429	530.188	97.5057
606	52.0491	530.25	97.5172
606.071	52.0552	530.313	97.5287
606.143	52.0613	530.375	97.5402
606.214	52.0675	530.438	96.4432
606.286	52.0736	530.5	96.4545
606.357	52.0798	530.563	96.4659
606.429	52.0859	530.625	96.4773
606.5	52.092	530.688	96.4886
606.571	52.0982	530.75	96.5
606.643	52.1043	530.813	96.5114
606.714	52.1104	530.875	96.5227
606.786	52.1166	530.938	96.5341
606.857	52.1227	531	96.5455
606.929	51.811	531.063	96.5568
607	51.8171	531.125	96.5682
607.071	51.8232	531.188	96.5795
607.143	51.8293	531.25	96.5909
607.214	51.8354	531.313	96.6023
607.286	51.8415	531.375	96.6136
607.357	51.8476	531.438	96.625
607.429	51.8537	531.5	96.6364
607.5	51.8598	531.563	96.6477
607.571	51.8659	531.625	96.6591
607.643	51.872	531.688	96.6705
607.714	51.878	531.75	96.6818
607.786	51.8841	531.813	96.6932
607.857	51.8902	531.875	96.7045
607.929	51.8963	531.938	96.7159
608	51.9024	532	96.7273
608.071	51.9085	532.063	96.7386
608.143	51.9146	532.125	96.75
608.214	51.9207	532.188	96.7614
608.286	51.9268	532.25	96.7727
608.357	51.9329	532.313	96.7841
608.429	51.939	532.375	96.7955
608.5	51.9451	532.438	96.8068
608.571	51.9512	532.5	96.8182
