File is used to store test data from the program
The data is Lines Drawn Per CPU-CLock for: 
OpenGL	DDA	Bresenham's
1.#INF	1.#INF	1.#INF
1.#INF	1.#INF	1.#INF
1.#INF	1.#INF	1.#INF
1.#INF	1.#INF	1.#INF
1.#INF	1.#INF	1.#INF
1.#INF	1.#INF	1.#INF
45.9048	15.4859	183.619
45.9167	15.49	183.667
45.9286	15.494	183.714
45.9405	15.498	183.762
45.9524	15.502	183.81
45.9643	15.506	183.857
45.9762	15.51	183.905
45.9881	15.5141	183.952
46	15.5181	184
46.0119	15.5221	184.048
46.0238	15.5261	184.095
46.0357	15.5301	184.143
46.0476	15.5341	184.19
46.0595	15.5382	184.238
46.0714	15.5422	184.286
46.0833	15.5462	184.333
46.0952	15.5502	184.381
46.1071	15.5542	184.429
46.119	15.5582	184.476
46.131	15.5622	184.524
46.1429	15.5663	184.571
46.1548	15.5703	184.619
46.1667	15.5743	184.667
45.6353	15.5783	184.714
45.6471	15.5823	184.762
45.6588	15.5863	184.81
45.6706	15.5904	184.857
45.6824	15.5944	184.905
45.6941	15.5984	184.952
45.7059	15.6024	185
45.7176	15.6064	185.048
45.7294	15.6104	185.095
45.7412	15.6145	185.143
45.7529	15.6185	185.19
45.2326	15.6225	185.238
45.2442	15.6265	185.286
45.2558	15.6305	185.333
45.2674	15.6345	185.381
45.2791	15.6386	185.429
45.2907	15.6426	185.476
45.3023	15.6466	185.524
45.314	15.6506	185.571
45.3256	15.6546	185.619
45.3372	15.6586	185.667
45.3488	15.6627	185.714
45.3605	15.6667	185.762
45.3721	15.6707	185.81
45.3837	15.6747	185.857
45.3953	15.6787	185.905
45.407	15.6827	185.952
45.4186	15.6867	186
45.4302	15.6908	186.048
45.4419	15.6948	186.095
45.4535	15.6988	186.143
45.4651	15.7028	186.19
45.4767	15.7068	186.238
45.4884	15.648	186.286
45.5	15.652	186.333
45.5116	15.656	186.381
45.5233	15.66	186.429
45.5349	15.664	186.476
45.5465	15.668	186.524
45.5581	15.672	186.571
45.5698	15.676	186.619
45.5814	15.68	186.667
45.593	15.684	186.714
45.6047	15.688	186.762
45.6163	15.692	178.318
45.6279	15.696	178.364
45.6395	15.7	178.409
45.6512	15.704	178.455
45.6628	15.708	178.5
45.6744	15.712	178.545
45.1609	15.716	178.591
45.1724	15.72	178.636
45.1839	15.724	178.682
45.1954	15.728	178.727
45.2069	15.732	178.773
45.2184	15.736	178.818
45.2299	15.74	178.864
45.2414	15.744	178.909
45.2529	15.748	178.955
45.2644	15.752	179
45.2759	15.756	179.045
45.2874	15.76	179.091
45.2989	15.764	179.136
45.3103	15.768	179.182
45.3218	15.772	179.227
45.3333	15.776	179.273
45.3448	15.78	179.318
45.3563	15.784	179.364
45.3678	15.788	179.409
45.3793	15.792	179.455
45.3908	15.796	179.5
45.4023	15.8	179.545
45.4138	15.804	179.591
45.4253	15.808	179.636
45.4368	15.812	179.682
45.4483	15.816	179.727
45.4598	15.82	179.773
45.4713	15.824	179.818
45.4828	15.828	179.864
45.4943	15.832	179.909
45.5057	15.7729	179.955
45.5172	15.7769	180
45.5287	15.7809	180.045
45.5402	15.7849	180.091
45.5517	15.7888	180.136
45.5632	15.7928	180.182
45.5747	15.7968	180.227
45.5862	15.8008	180.273
45.5977	15.8048	180.318
45.6092	15.8088	180.364
45.6207	15.8127	180.409
45.6322	15.8167	180.455
45.6437	15.8207	180.5
45.6552	15.8247	180.545
45.6667	15.8287	180.591
45.6782	15.8327	180.636
45.6897	15.8367	180.682
45.7011	15.7778	180.727
45.7126	15.7817	180.773
45.7241	15.7857	180.818
45.7356	15.7897	180.864
45.7471	15.7937	180.909
45.7586	15.7976	180.955
45.7701	15.7391	181
45.7816	15.7431	181.045
45.7931	15.747	181.091
45.8046	15.751	181.136
45.8161	15.7549	181.182
45.8276	15.7589	181.227
45.8391	15.7628	181.273
45.8506	15.7668	181.318
45.8621	15.7708	181.364
45.8736	15.7747	181.409
45.8851	15.7787	181.455
45.8966	15.7826	181.5
45.908	15.7866	181.545
45.3977	15.7905	181.591
45.4091	15.7945	181.636
45.4205	15.7984	181.682
45.4318	15.8024	181.727
45.4432	15.8063	181.773
45.4545	15.8103	181.818
45.4659	15.8142	181.864
45.4773	15.8182	181.909
45.4886	15.8221	181.955
45.5	15.8261	182
45.5114	15.83	182.045
45.5227	15.834	182.091
45.5341	15.8379	182.136
45.5455	15.8419	182.182
45.5568	15.8458	182.227
45.5682	15.8498	182.273
45.5795	15.8538	182.318
45.5909	15.8577	182.364
45.6023	15.8617	182.409
45.6136	15.8656	182.455
45.625	15.8696	182.5
45.6364	15.8735	182.545
45.6477	15.8775	182.591
45.6591	15.8814	182.636
45.6705	15.8854	182.682
45.6818	15.8893	182.727
45.6932	15.8933	182.773
45.191	15.8972	182.818
45.2022	15.8386	182.864
45.2135	15.8425	182.909
45.2247	15.8465	182.955
45.236	15.7882	183
45.2472	15.7922	183.045
45.2584	15.7961	183.091
45.2697	15.8	183.136
45.2809	15.8039	183.182
45.2921	15.8078	183.227
45.3034	15.8118	183.273
45.3146	15.8157	183.318
45.3258	15.8196	183.364
45.3371	15.8235	183.409
45.3483	15.8275	183.455
45.3596	15.8314	183.5
45.3708	15.8353	183.545
45.382	15.8392	183.591
45.3933	15.8431	183.636
45.4045	15.8471	183.682
45.4157	15.851	183.727
45.427	15.8549	183.773
45.4382	15.8588	183.818
45.4494	15.8627	183.864
45.4607	15.8667	183.909
45.4719	15.8706	183.955
45.4831	15.8745	184
45.4944	15.8784	184.045
45.5056	15.8824	184.091
45.5169	15.8863	184.136
45.5281	15.8902	184.182
45.5393	15.8941	184.227
45.5506	15.898	184.273
45.5618	15.902	184.318
45.573	15.9059	184.364
45.5843	15.9098	184.409
45.5955	15.9137	184.455
45.6067	15.9176	184.5
45.618	15.9216	184.545
45.6292	15.9255	184.591
45.6404	15.9294	184.636
45.6517	15.9333	184.682
45.6629	15.9373	184.727
45.6742	15.9412	184.773
45.6854	15.9451	184.818
45.6966	15.8867	184.864
45.7079	15.8906	184.909
45.7191	15.8945	184.955
45.7303	15.8984	185
45.7416	15.9023	185.045
45.7528	15.9063	185.091
45.764	15.9102	185.136
45.7753	15.9141	185.182
45.7865	15.918	185.227
45.7978	15.9219	185.273
45.809	15.9258	185.318
45.8202	15.9297	185.364
45.8315	15.9336	185.409
45.8427	15.9375	185.455
45.8539	15.9414	185.5
45.8652	15.9453	185.545
45.8764	15.9492	185.591
45.8876	15.9531	185.636
45.8989	15.957	185.682
45.9101	15.9609	185.727
45.9213	15.9648	185.773
45.9326	15.9688	185.818
45.9438	15.9727	177.783
45.9551	15.9766	177.826
45.9663	15.9805	177.87
45.9775	15.9844	177.913
45.9888	15.9883	177.957
46	15.9922	178
46.0112	15.9961	178.043
46.0225	16	178.087
46.0337	16.0039	178.13
46.0449	16.0078	178.174
46.0562	16.0117	178.217
46.0674	16.0156	178.261
46.0787	16.0195	178.304
46.0899	16.0234	178.348
46.1011	16.0273	178.391
46.1124	16.0313	178.435
46.1236	16.0352	178.478
46.1348	16.0391	178.522
46.1461	16.043	178.565
45.6444	16.0469	178.609
45.6556	16.0508	178.652
45.6667	16.0547	178.696
45.6778	16.0586	178.739
45.6889	16.0625	178.783
45.7	16.0664	178.826
45.7111	16.0703	178.87
45.7222	16.0742	178.913
45.7333	16.0781	178.957
45.7444	16.0195	179
45.7556	16.0233	179.043
45.7667	16.0272	179.087
45.7778	16.0311	179.13
45.7889	16.035	179.174
45.8	16.0389	179.217
45.8111	16.0428	179.261
45.8222	16.0467	179.304
45.8333	16.0506	179.348
45.8444	16.0545	179.391
45.8556	16.0584	179.435
45.8667	16.0623	179.478
45.8778	16.0661	179.522
45.8889	16.07	179.565
45.9	16.0739	179.609
45.9111	16.0778	179.652
45.9222	16.0817	179.696
45.9333	16.0856	179.739
45.9444	16.0895	179.783
45.9556	16.0934	179.826
45.9667	16.0973	179.87
45.9778	16.1012	179.913
45.9889	16.1051	179.957
46	16.1089	180
46.0111	16.1128	180.043
46.0222	16.1167	180.087
46.0333	16.1206	180.13
46.0444	16.1245	180.174
46.0556	16.1284	180.217
46.0667	16.1323	180.261
46.0778	16.1362	180.304
46.0889	16.1401	180.348
46.1	16.144	180.391
46.1111	16.1479	180.435
46.1222	16.1518	180.478
46.1333	16.1556	180.522
46.1444	16.1595	180.565
46.1556	16.1634	180.609
46.1667	16.1673	180.652
46.1778	16.1712	180.696
46.1889	16.1751	180.739
46.2	16.1163	180.783
46.2111	16.1202	180.826
46.2222	16.124	180.87
46.2333	16.1279	180.913
46.2444	16.1318	180.957
46.2556	16.1357	181
46.2667	16.1395	181.043
46.2778	16.1434	181.087
46.2889	16.1473	181.13
46.3	16.1512	181.174
46.3111	16.155	181.217
46.3222	16.1589	181.261
46.3333	16.1628	181.304
46.3444	16.1667	181.348
46.3556	16.1705	181.391
46.3667	16.1744	181.435
46.3778	16.1783	181.478
46.3889	16.1822	181.522
46.4	16.186	181.565
46.4111	16.1899	181.609
46.4222	16.1938	181.652
46.4333	16.1977	181.696
46.4444	16.2016	181.739
46.4556	16.2054	181.783
46.4667	16.2093	181.826
46.4778	16.2132	181.87
46.4889	16.2171	181.913
46.5	16.2209	181.957
46.5111	16.2248	182
46.5222	16.2287	182.043
46.5333	16.2326	182.087
46.5444	16.2364	182.13
46.5556	16.2403	182.174
46.5667	16.2442	182.217
46.5778	16.2481	182.261
46.5889	16.2519	182.304
46.6	16.2558	182.348
46.6111	16.2597	182.391
46.6222	16.2636	182.435
46.6333	16.2674	182.478
46.6444	16.2713	182.522
46.6556	16.2752	182.565
46.6667	16.2791	182.609
46.6778	16.2829	182.652
46.6889	16.2868	182.696
46.7	16.2907	182.739
46.7111	16.2946	182.783
46.7222	16.2984	182.826
46.7333	16.3023	182.87
46.7444	16.2432	182.913
46.7556	16.2471	182.957
46.7667	16.251	183
46.7778	16.2548	183.043
46.7889	16.1962	183.087
46.8	16.2	183.13
46.8111	16.2038	183.174
46.8222	16.2077	183.217
46.8333	16.2115	183.261
46.8444	16.2154	183.304
46.8556	16.2192	183.348
46.8667	16.2231	183.391
46.8778	16.2269	183.435
46.8889	16.2308	183.478
46.9	16.2346	183.522
46.9111	16.2385	183.565
46.9222	16.2423	183.609
46.9333	16.2462	183.652
46.9444	16.25	183.696
46.9556	16.2538	183.739
46.9667	16.2577	183.783
46.9778	16.1992	183.826
46.9889	16.2031	183.87
47	16.2069	183.913
47.0111	16.2107	183.957
47.0222	16.2146	184
47.0333	16.2184	184.043
47.0444	16.2222	184.087
47.0556	16.1641	184.13
47.0667	16.1679	184.174
47.0778	16.1718	184.217
47.0889	16.1756	184.261
47.1	16.1794	184.304
47.1111	16.1832	184.348
47.1222	16.187	184.391
47.1333	16.1908	184.435
47.1444	16.1947	184.478
47.1556	16.1985	184.522
47.1667	16.2023	184.565
47.1778	16.2061	184.609
47.1889	16.2099	184.652
47.2	16.2137	184.696
47.2111	16.2176	184.739
47.2222	16.2214	184.783
47.2333	16.2252	184.826
47.2444	16.229	184.87
47.2556	16.2328	184.913
47.2667	16.2366	184.957
47.2778	16.2405	185
47.2889	16.2443	185.043
47.3	16.2481	185.087
47.3111	16.2519	185.13
47.3222	16.2557	185.174
47.3333	16.2595	185.217
47.3444	16.2634	185.261
47.3556	16.2672	185.304
47.3667	16.271	185.348
47.3778	16.2748	185.391
47.3889	16.2786	185.435
47.4	16.2824	185.478
47.4111	16.2863	185.522
47.4222	16.2901	185.565
47.4333	16.2939	185.609
46.9231	16.2977	185.652
46.9341	16.3015	185.696
46.9451	16.3053	185.739
46.956	16.3092	185.783
46.967	16.313	185.826
46.978	16.3168	185.87
46.989	16.3206	185.913
47	16.3244	185.957
47.011	16.3282	186
47.022	16.3321	186.043
47.033	16.2738	186.087
47.044	16.2776	186.13
47.0549	16.2814	186.174
47.0659	16.2852	186.217
47.0769	16.289	186.261
47.0879	16.2928	186.304
47.0989	16.2966	186.348
47.1099	16.3004	186.391
47.1209	16.3042	186.435
47.1319	16.308	186.478
47.1429	16.3118	178.75
47.1538	16.3156	178.792
47.1648	16.3194	178.833
47.1758	16.3232	178.875
47.1868	16.327	178.917
47.1978	16.3308	178.958
47.2088	16.3346	179
47.2198	16.3384	179.042
47.2308	16.3422	179.083
47.2418	16.346	179.125
47.2527	16.3498	179.167
47.2637	16.3536	179.208
47.2747	16.3574	179.25
47.2857	16.3612	179.292
47.2967	16.365	179.333
47.3077	16.3688	179.375
47.3187	16.3726	179.417
47.3297	16.3764	179.458
47.3407	16.3802	179.5
47.3516	16.384	179.542
47.3626	16.3258	179.583
47.3736	16.3295	179.625
47.3846	16.3333	179.667
47.3956	16.3371	179.708
47.4066	16.3409	179.75
47.4176	16.3447	179.792
47.4286	16.3485	179.833
47.4396	16.3523	179.875
47.4505	16.3561	179.917
47.4615	16.3598	179.958
47.4725	16.3019	180
47.4835	16.3057	180.042
47.4945	16.3094	180.083
47.5055	16.3132	180.125
47.5165	16.317	180.167
47.5275	16.3208	180.208
47.5385	16.3245	180.25
47.5495	16.3283	180.292
47.5604	16.3321	180.333
47.5714	16.3358	180.375
47.5824	16.3396	180.417
47.5934	16.3434	180.458
47.6044	16.3472	180.5
47.6154	16.3509	180.542
47.6264	16.3547	180.583
47.6374	16.3585	180.625
47.6484	16.3623	180.667
47.6593	16.366	180.708
47.6703	16.3698	180.75
47.6813	16.3736	180.792
47.6923	16.3774	180.833
47.7033	16.3195	180.875
47.7143	16.3233	180.917
47.7253	16.3271	180.958
47.7363	16.3308	181
47.7473	16.3346	181.042
47.7582	16.3383	181.083
47.7692	16.3421	181.125
47.7802	16.3459	181.167
47.7912	16.3496	181.208
47.8022	16.3534	181.25
47.8132	16.3571	181.292
47.8242	16.3609	181.333
47.8352	16.3647	181.375
47.8462	16.3684	181.417
47.8571	16.3722	181.458
47.8681	16.3759	181.5
47.8791	16.3797	181.542
47.8901	16.3835	181.583
47.9011	16.3872	181.625
47.9121	16.391	181.667
47.9231	16.3947	181.708
47.9341	16.3985	181.75
47.9451	16.4023	181.792
47.956	16.406	181.833
47.967	16.4098	181.875
47.978	16.4135	181.917
47.989	16.4173	181.958
48	16.4211	182
48.011	16.4248	182.042
48.022	16.4286	182.083
48.033	16.4323	182.125
48.044	16.4361	182.167
48.0549	16.4398	182.208
48.0659	16.4436	182.25
48.0769	16.4474	182.292
48.0879	16.4511	182.333
48.0989	16.4549	182.375
48.1099	16.4586	182.417
48.1209	16.4624	182.458
48.1319	16.4662	182.5
48.1429	16.4699	182.542
48.1538	16.4737	182.583
48.1648	16.4774	182.625
48.1758	16.4812	182.667
48.1868	16.485	182.708
48.1978	16.4887	182.75
48.2088	16.4925	182.792
48.2198	16.4962	182.833
48.2308	16.5	182.875
48.2418	16.5038	182.917
48.2527	16.5075	182.958
48.2637	16.5113	183
48.2747	16.515	183.042
48.2857	16.5188	183.083
48.2967	16.5226	183.125
48.3077	16.5263	183.167
48.3187	16.5301	183.208
48.3297	16.5338	183.25
48.3407	16.5376	183.292
48.3516	16.5414	183.333
48.3626	16.5451	183.375
48.3736	16.5489	183.417
48.3846	16.5526	183.458
48.3956	16.4944	183.5
48.4066	16.4981	183.542
48.4176	16.5019	183.583
48.4286	16.5056	183.625
48.4396	16.5094	183.667
48.4505	16.5131	183.708
48.4615	16.5169	183.75
48.4725	16.5206	183.792
48.4835	16.5243	183.833
48.4945	16.5281	183.875
48.5055	16.5318	183.917
48.5165	16.5356	183.958
48.5275	16.5393	184
48.5385	16.5431	184.042
48.5495	16.5468	184.083
48.5604	16.5506	184.125
48.5714	16.5543	184.167
48.5824	16.5581	184.208
48.5934	16.5618	184.25
48.6044	16.5655	184.292
48.6154	16.5693	184.333
48.6264	16.573	184.375
48.1087	16.5768	184.417
48.1196	16.5805	184.458
48.1304	16.5843	184.5
48.1413	16.588	184.542
48.1522	16.5918	184.583
48.163	16.5955	184.625
48.1739	16.5993	184.667
48.1848	16.603	184.708
48.1957	16.6067	184.75
48.2065	16.6105	184.792
48.2174	16.6142	184.833
48.2283	16.618	184.875
48.2391	16.6217	184.917
48.25	16.6255	184.958
48.2609	16.6292	185
48.2717	16.633	185.042
48.2826	16.6367	185.083
48.2935	16.6404	185.125
48.3043	16.6442	185.167
48.3152	16.6479	185.208
48.3261	16.6517	185.25
48.337	16.6554	185.292
48.3478	16.6592	185.333
48.3587	16.6629	185.375
48.3696	16.6667	185.417
48.3804	16.6704	185.458
48.3913	16.6742	185.5
48.4022	16.6779	185.542
48.413	16.6816	185.583
48.4239	16.6854	185.625
48.4348	16.6269	185.667
48.4457	16.6306	185.708
48.4565	16.6343	185.75
48.4674	16.6381	185.792
48.4783	16.6418	185.833
48.4891	16.6455	185.875
48.5	16.6493	185.917
48.5109	16.653	185.958
48.5217	16.6567	186
48.5326	16.6604	186.042
48.5435	16.6642	186.083
48.5543	16.6679	186.125
48.5652	16.6716	186.167
48.5761	16.6754	186.208
48.587	16.6791	186.25
48.5978	16.6828	186.292
48.6087	16.6866	186.333
48.6196	16.6903	186.375
48.6304	16.694	186.417
48.6413	16.6978	186.458
48.6522	16.7015	186.5
48.663	16.7052	186.542
48.6739	16.709	186.583
48.6848	16.7127	186.625
48.6957	16.7164	186.667
48.7065	16.7201	186.708
48.7174	16.7239	186.75
48.7283	16.7276	186.792
48.7391	16.7313	186.833
48.75	16.7351	186.875
48.7609	16.7388	186.917
48.7717	16.7425	186.958
48.7826	16.7463	187
48.7935	16.75	187.042
48.8043	16.7537	187.083
48.8152	16.7575	187.125
48.8261	16.7612	187.167
48.837	16.7649	187.208
48.8478	16.7687	187.25
48.8587	16.7724	187.292
48.8696	16.7761	187.333
48.8804	16.7799	187.375
48.8913	16.7836	187.417
48.9022	16.7873	187.458
48.913	16.791	187.5
48.9239	16.7948	187.542
48.9348	16.7985	187.583
48.9457	16.8022	187.625
48.9565	16.806	187.667
48.9674	16.8097	187.708
48.9783	16.8134	187.75
48.9891	16.8172	187.792
49	16.8209	187.833
49.0109	16.8246	187.875
49.0217	16.8284	187.917
49.0326	16.8321	187.958
49.0435	16.8358	188
49.0543	16.8396	188.042
49.0652	16.8433	188.083
49.0761	16.847	188.125
49.087	16.8507	188.167
49.0978	16.8545	188.208
49.1087	16.8582	188.25
49.1196	16.8619	188.292
49.1304	16.8657	188.333
49.1413	16.8694	188.375
49.1522	16.8731	188.417
49.163	16.8769	188.458
49.1739	16.8806	188.5
49.1848	16.8843	188.542
49.1957	16.8881	188.583
49.2065	16.8918	188.625
49.2174	16.8955	188.667
49.2283	16.8993	188.708
49.2391	16.903	188.75
49.25	16.9067	188.792
49.2609	16.9104	188.833
49.2717	16.9142	188.875
49.2826	16.9179	188.917
49.2935	16.9216	188.958
49.3043	16.9254	189
49.3152	16.9291	189.042
49.3261	16.9328	189.083
49.337	16.9366	189.125
49.3478	16.9403	189.167
49.3587	16.944	189.208
49.3696	16.9478	189.25
49.3804	16.9515	189.292
49.3913	16.9552	189.333
49.4022	16.959	189.375
49.413	16.9627	189.417
49.4239	16.9664	189.458
49.4348	16.9701	189.5
49.4457	16.9739	189.542
49.4565	16.9776	189.583
49.4674	16.9813	189.625
49.4783	16.9851	189.667
49.4891	16.9888	189.708
49.5	16.9925	189.75
49.5109	16.9963	189.792
49.5217	17	189.833
49.5326	17.0037	189.875
49.5435	17.0075	189.917
49.5543	17.0112	189.958
49.5652	17.0149	190
49.5761	17.0187	190.042
49.587	17.0224	190.083
49.5978	17.0261	190.125
49.6087	17.0299	190.167
49.6196	17.0336	190.208
49.6304	17.0373	190.25
49.6413	17.041	190.292
49.6522	17.0448	190.333
49.663	16.9851	190.375
49.6739	16.9888	190.417
49.6848	16.9926	190.458
49.6957	16.9963	190.5
49.7065	17	190.542
49.7174	17.0037	190.583
49.7283	17.0074	190.625
49.7391	16.9481	190.667
49.75	16.9519	190.708
49.7609	16.9556	190.75
49.7717	16.9593	190.792
49.7826	16.963	190.833
49.7935	16.9667	190.875
49.8043	16.9704	190.917
49.8152	16.9741	190.958
49.8261	16.9778	191
49.837	16.9815	191.042
49.8478	16.9852	191.083
49.8587	16.9889	191.125
49.8696	16.9926	191.167
49.8804	16.9963	191.208
49.8913	17	191.25
49.9022	17.0037	191.292
49.913	17.0074	191.333
49.9239	17.0111	191.375
49.9348	17.0148	191.417
49.9457	17.0185	191.458
49.9565	17.0222	191.5
49.9674	16.9631	191.542
49.9783	16.9668	191.583
49.9891	16.9705	191.625
50	16.9742	191.667
50.0109	16.9779	191.708
50.0217	16.9191	191.75
50.0326	16.9228	191.792
50.0435	16.9265	191.833
50.0543	16.9301	191.875
50.0652	16.9338	191.917
50.0761	16.8755	191.958
50.087	16.8791	192
50.0978	16.8828	192.042
50.1087	16.8864	192.083
50.1196	16.8901	192.125
50.1304	16.8938	192.167
50.1413	16.8974	192.208
50.1522	16.9011	192.25
50.163	16.9048	192.292
50.1739	16.9084	192.333
50.1848	16.9121	192.375
50.1957	16.9158	192.417
50.2065	16.9194	192.458
50.2174	16.9231	192.5
50.2283	16.9267	192.542
50.2391	16.9304	192.583
50.25	16.9341	192.625
50.2609	16.9377	192.667
50.2717	16.9414	192.708
50.2826	16.9451	192.75
50.2935	16.9487	192.792
50.3043	16.9524	192.833
50.3152	16.956	192.875
50.3261	16.9597	192.917
50.337	16.9634	192.958
50.3478	16.967	193
50.3587	16.9707	193.042
50.3696	16.9744	193.083
50.3804	16.978	193.125
50.3913	16.9817	193.167
50.4022	16.9234	193.208
50.413	16.927	193.25
50.4239	16.9307	193.292
50.4348	16.9343	193.333
50.4457	16.938	193.375
50.4565	16.9416	193.417
50.4674	16.9453	193.458
50.4783	16.9489	193.5
50.4891	16.9526	193.542
50.5	16.9562	193.583
50.5109	16.9599	193.625
50.5217	16.9635	193.667
50.5326	16.9672	193.708
50.5435	16.9708	193.75
50.5543	16.9745	193.792
50.5652	16.9781	193.833
50.5761	16.9818	193.875
50.587	16.9236	193.917
50.5978	16.9273	193.958
50.6087	16.9309	194
50.6196	16.9345	194.042
50.6304	16.9382	194.083
50.6413	16.9418	194.125
50.6522	16.9455	194.167
50.663	16.9491	194.208
50.6739	16.9527	194.25
50.6848	16.9564	194.292
50.6957	16.96	194.333
50.7065	16.9636	194.375
50.7174	16.9673	194.417
50.7283	16.9709	194.458
50.7391	16.9745	194.5
50.75	16.9782	194.542
50.7609	16.9818	194.583
50.7717	16.9855	194.625
50.7826	16.9891	194.667
50.7935	16.9927	194.708
50.8043	16.9964	194.75
50.8152	17	194.792
50.8261	17.0036	194.833
50.837	17.0073	194.875
50.8478	17.0109	194.917
50.8587	17.0145	194.958
50.8696	17.0182	195
50.8804	17.0218	195.042
50.8913	17.0255	195.083
50.9022	17.0291	195.125
50.3656	17.0327	195.167
50.3763	17.0364	195.208
50.3871	17.04	195.25
50.3978	17.0436	195.292
50.4086	17.0473	195.333
50.4194	17.0509	195.375
50.4301	17.0545	195.417
50.4409	17.0582	195.458
50.4516	17.0618	195.5
50.4624	17.0655	195.542
50.4731	17.0691	195.583
50.4839	17.0727	195.625
50.4946	17.0764	195.667
50.5054	17.08	195.708
50.5161	17.0836	195.75
50.5269	17.0873	195.792
50.5376	17.0909	195.833
50.5484	17.0945	195.875
50.5591	17.0982	195.917
50.5699	17.1018	195.958
50.5806	17.1055	196
50.5914	17.1091	196.042
50.6022	17.1127	196.083
50.6129	17.1164	196.125
50.6237	17.12	196.167
50.6344	17.1236	196.208
50.6452	17.1273	196.25
50.6559	17.1309	196.292
50.6667	17.1345	196.333
50.6774	17.1382	196.375
50.6882	17.1418	196.417
50.6989	17.1455	196.458
50.7097	17.1491	196.5
50.7204	17.1527	196.542
50.7312	17.1564	196.583
50.7419	17.16	196.625
50.7527	17.1636	196.667
50.7634	17.1673	196.708
50.7742	17.1709	196.75
50.7849	17.1745	196.792
50.7957	17.1782	196.833
50.8065	17.1818	196.875
50.8172	17.1855	196.917
50.828	17.1891	196.958
50.8387	17.1927	197
50.8495	17.1964	197.042
50.8602	17.2	197.083
50.871	17.2036	197.125
50.8817	17.2073	197.167
50.8925	17.2109	197.208
50.9032	17.2145	197.25
50.914	17.2182	197.292
50.9247	17.1594	197.333
50.9355	17.163	197.375
50.9462	17.1667	197.417
50.957	17.1703	197.458
50.9677	17.1739	197.5
50.9785	17.1775	197.542
50.9892	17.1812	197.583
51	17.1848	197.625
51.0108	17.1264	197.667
51.0215	17.13	197.708
51.0323	17.1336	197.75
51.043	17.1372	197.792
51.0538	17.1408	197.833
51.0645	17.1444	197.875
51.0753	17.148	197.917
51.086	17.1516	197.958
51.0968	17.1552	198
51.1075	17.1588	198.042
51.1183	17.1625	198.083
51.129	17.1661	198.125
51.1398	17.1697	198.167
51.1505	17.1733	198.208
51.1613	17.1769	198.25
51.172	17.1805	198.292
51.1828	17.1223	198.333
51.1935	17.1259	198.375
51.2043	17.1295	198.417
51.2151	17.1331	198.458
51.2258	17.1367	198.5
51.2366	17.1403	198.542
51.2473	17.1439	198.583
51.2581	17.1475	198.625
51.2688	17.1511	198.667
51.2796	17.1547	198.708
51.2903	17.1583	198.75
51.3011	17.1619	198.792
51.3118	17.1655	198.833
51.3226	17.1691	198.875
51.3333	17.1727	198.917
51.3441	17.1763	198.958
51.3548	17.1799	199
51.3656	17.1835	199.042
51.3763	17.1871	199.083
51.3871	17.1906	199.125
51.3978	17.1326	199.167
51.4086	17.1362	199.208
51.4194	17.1398	199.25
51.4301	17.1434	199.292
51.4409	17.147	199.333
51.4516	17.1505	199.375
51.4624	17.1541	199.417
51.4731	17.1577	199.458
51.4839	17.1613	199.5
51.4946	17.1649	199.542
51.5054	17.1685	199.583
51.5161	17.172	199.625
51.5269	17.1756	199.667
51.5376	17.1792	199.708
51.5484	17.1828	199.75
51.5591	17.1864	199.792
51.5699	17.19	199.833
51.5806	17.1321	199.875
51.5914	17.1357	199.917
51.6022	17.1393	199.958
51.6129	17.1429	200
51.6237	17.1464	200.042
51.6344	17.15	200.083
51.6452	17.1536	200.125
51.6559	17.1571	200.167
51.6667	17.1607	200.208
51.6774	17.1643	200.25
51.6882	17.1679	200.292
51.6989	17.1714	200.333
51.7097	17.175	200.375
51.7204	17.1786	200.417
51.7312	17.1821	200.458
51.7419	17.1857	200.5
51.7527	17.1893	200.542
51.7634	17.1929	200.583
51.7742	17.1964	200.625
51.7849	17.2	200.667
51.7957	17.2036	200.708
51.8065	17.2071	200.75
51.8172	17.2107	200.792
51.828	17.2143	200.833
51.8387	17.2179	200.875
51.8495	17.2214	200.917
51.8602	17.225	200.958
51.871	17.2286	201
51.8817	17.2321	201.042
51.8925	17.2357	201.083
51.9032	17.2393	201.125
51.914	17.2429	201.167
51.9247	17.2464	201.208
51.9355	17.25	201.25
51.9462	17.2536	201.292
51.957	17.2571	201.333
51.9677	17.2607	201.375
51.9785	17.2643	201.417
51.9892	17.2679	201.458
52	17.2714	201.5
52.0108	17.275	201.542
52.0215	17.2786	201.583
52.0323	17.2821	201.625
52.043	17.2242	201.667
52.0538	17.2278	201.708
52.0645	17.2313	201.75
52.0753	17.2349	201.792
52.086	17.2384	201.833
52.0968	17.242	201.875
52.1075	17.2456	201.917
52.1183	17.2491	201.958
52.129	17.2527	202
52.1398	17.2562	202.042
52.1505	17.2598	202.083
52.1613	17.2633	202.125
52.172	17.2669	202.167
52.1828	17.2705	202.208
52.1935	17.274	202.25
52.2043	17.2776	202.292
52.2151	17.2811	202.333
52.2258	17.2847	202.375
52.2366	17.2883	202.417
52.2473	17.2918	202.458
52.2581	17.2954	202.5
52.2688	17.2989	202.542
52.2796	17.3025	202.583
52.2903	17.306	202.625
52.3011	17.3096	202.667
52.3118	17.3132	202.708
52.3226	17.3167	202.75
52.3333	17.3203	202.792
52.3441	17.3238	202.833
52.3548	17.3274	202.875
